"duration","credit","rate","residence","age","nocredit","liable","TNM_check_status","TNM_history","TNM_purpose","TNM_bonds","TNM_jobex","TNM_s_status","TNM_guarantor","TNM_property","TNM_install","TNM_house","TNM_job","TNM_ph","TNM_nri","R01_credibility"
15,6850,1,2,34,1,2,2,2,1,2,1,3,1,2,3,2,4,2,1,1
15,6850,1,2,34,1,2,2,2,1,2,1,3,1,2,3,2,4,2,1,1
15,6850,1,2,34,1,2,2,2,1,2,1,3,1,2,3,2,4,2,1,1
24,2964,4,4,49,1,2,1,3,2,5,5,3,1,4,1,3,3,2,1,0
36,2273,3,1,32,2,2,2,3,8,1,4,3,1,3,3,2,3,1,1,0
6,1374,4,3,75,1,1,1,3,1,5,1,2,1,2,3,2,4,2,1,0
18,1950,4,1,34,2,1,4,3,10,1,4,3,1,3,2,2,3,2,1,0
36,7678,2,4,40,2,1,4,4,4,3,4,2,1,3,3,2,3,2,1,0
24,2064,3,2,34,1,1,2,4,4,1,1,2,1,2,3,2,4,2,1,1
12,2578,3,4,55,1,1,1,3,4,1,1,2,1,4,3,3,4,1,1,0
18,5302,2,4,36,3,1,1,5,1,1,5,3,1,4,3,3,4,2,1,0
18,1882,4,4,25,2,1,1,3,5,1,3,2,1,3,1,1,3,1,1,1
18,1882,4,4,25,2,1,1,3,5,1,3,2,1,3,1,1,3,1,1,1
18,1882,4,4,25,2,1,1,3,5,1,3,2,1,3,1,1,3,1,1,1
18,1882,4,4,25,2,1,1,3,5,1,3,2,1,3,1,1,3,1,1,1
18,3612,3,4,37,1,1,2,5,4,1,5,2,1,2,3,2,3,2,1,0
11,4771,2,4,51,1,1,2,4,5,1,4,3,1,2,3,2,3,1,1,0
39,11760,2,3,32,1,1,2,4,8,2,4,3,1,4,3,1,3,2,1,0
48,18424,1,2,32,1,1,2,1,3,1,3,2,1,2,1,2,4,2,2,1
48,18424,1,2,32,1,1,2,1,3,1,3,2,1,2,1,2,4,2,2,1
48,18424,1,2,32,1,1,2,1,3,1,3,2,1,2,1,2,4,2,2,1
48,18424,1,2,32,1,1,2,1,3,1,3,2,1,2,1,2,4,2,2,1
13,1409,2,4,64,1,1,4,3,5,2,1,2,1,1,3,2,3,1,1,0
30,1919,4,3,30,2,1,2,4,5,2,2,3,1,4,2,2,4,1,1,1
30,1919,4,3,30,2,1,2,4,5,2,2,3,1,4,2,2,4,1,1,1
4,1544,2,1,42,3,2,4,5,5,1,4,3,1,1,3,2,2,1,1,0
9,2136,3,2,25,1,1,1,3,4,1,3,3,1,1,3,2,3,1,1,0
15,5045,1,4,59,1,1,4,5,1,5,5,2,1,3,3,2,3,2,1,0
12,2292,4,2,42,2,1,4,5,10,1,1,3,1,3,2,2,4,2,1,1
12,2292,4,2,42,2,1,4,5,10,1,1,3,1,3,2,2,4,2,1,1
12,2292,4,2,42,2,1,4,5,10,1,1,3,1,3,2,2,4,2,1,1
12,2292,4,2,42,2,1,4,5,10,1,1,3,1,3,2,2,4,2,1,1
12,1963,4,2,31,2,2,4,3,5,1,4,3,1,3,3,1,4,2,1,0
24,2611,4,3,46,2,1,4,5,5,1,5,4,2,1,3,2,3,1,1,0
12,3124,1,3,49,2,2,2,5,1,1,2,3,1,1,1,2,2,1,1,0
24,3181,4,4,26,1,1,4,3,5,1,2,2,1,2,3,2,3,2,1,0
14,8978,1,4,45,1,1,1,3,1,1,5,1,1,2,3,2,4,2,2,1
14,8978,1,4,45,1,1,1,3,1,1,5,1,1,2,3,2,4,2,2,1
14,8978,1,4,45,1,1,1,3,1,1,5,1,1,2,3,2,4,2,2,1
14,8978,1,4,45,1,1,1,3,1,1,5,1,1,2,3,2,4,2,2,1
18,1098,4,4,65,2,1,4,5,5,1,1,2,1,3,3,2,1,1,1,0
24,4151,2,3,35,2,1,4,4,4,2,3,3,1,2,3,2,3,1,1,0
30,3656,4,4,49,2,1,3,5,5,5,5,3,1,2,2,2,2,1,1,0
24,2957,4,4,63,2,1,1,5,2,1,5,3,1,2,3,2,3,2,1,0
24,999,4,2,25,2,1,4,3,5,5,5,3,1,3,3,2,3,1,1,0
9,2507,2,4,51,1,1,4,3,1,3,5,3,1,4,3,3,2,1,1,0
6,1198,4,4,35,1,1,1,2,8,1,5,2,1,4,3,3,3,1,1,1
6,1198,4,4,35,1,1,1,2,8,1,5,2,1,4,3,3,3,1,1,1
6,683,2,1,29,1,1,3,4,5,1,2,2,1,2,1,2,3,1,1,0
18,1442,4,4,32,2,2,1,2,1,1,4,3,1,4,3,3,2,1,1,1
12,2251,1,2,46,1,1,3,3,4,1,3,2,1,3,3,2,2,1,1,0
24,11328,2,3,29,2,1,2,3,3,1,3,3,2,3,1,2,4,2,1,1
36,15857,2,3,43,1,1,1,3,3,1,1,1,2,3,3,2,4,1,1,0
9,1366,3,4,22,1,1,1,3,5,1,2,2,1,2,3,1,3,1,1,1
9,1366,3,4,22,1,1,1,3,5,1,2,2,1,2,3,1,3,1,1,1
9,1366,3,4,22,1,1,1,3,5,1,2,2,1,2,3,1,3,1,1,1
30,4583,2,2,32,2,1,1,1,4,1,3,1,3,1,3,2,3,1,1,0
18,1795,3,4,48,2,1,2,5,5,1,5,2,3,1,1,1,2,2,1,0
18,2899,4,4,43,1,2,2,4,1,5,5,3,1,3,3,2,3,1,1,0
12,1934,2,2,26,2,1,4,5,5,1,5,3,1,4,3,2,3,1,1,0
12,1107,2,2,20,1,2,1,3,5,1,3,3,1,1,3,1,4,2,1,0
24,3149,4,1,22,1,1,1,3,4,1,2,3,1,4,1,3,3,1,1,0
30,4280,4,4,26,2,1,2,1,10,2,3,2,1,3,3,1,2,1,1,1
30,4280,4,4,26,2,1,2,1,10,2,3,2,1,3,3,1,2,1,1,1
24,1282,4,2,32,1,1,1,3,5,2,3,2,1,3,3,2,2,1,1,1
18,1913,3,3,36,1,1,2,3,10,4,2,4,1,1,1,2,3,2,1,0
12,939,4,2,28,3,1,3,5,1,3,4,4,1,1,3,2,3,2,1,1
12,939,4,2,28,3,1,3,5,1,3,4,4,1,1,3,2,3,2,1,1
9,1288,3,4,48,2,2,1,5,7,2,5,3,3,1,3,2,3,1,2,0
13,2101,2,4,23,1,1,2,3,5,1,2,2,3,2,3,2,2,1,1,0
24,5103,3,3,47,3,1,4,5,5,1,2,4,1,4,3,3,3,2,1,0
12,409,3,3,42,2,1,3,2,5,4,3,2,1,1,3,1,3,1,1,0
27,3416,3,2,27,1,1,1,3,5,1,3,3,1,3,3,2,4,1,1,0
18,2622,4,4,34,1,1,2,3,10,2,3,3,1,3,3,2,3,1,1,0
15,1471,4,4,35,2,1,4,5,5,1,3,3,1,4,3,3,3,2,1,0
36,3959,4,3,30,1,1,1,3,4,1,1,3,1,2,3,2,4,2,1,0
18,3590,3,3,40,3,2,2,5,10,1,1,4,1,3,3,2,1,2,1,0
12,2141,3,1,35,1,1,4,3,5,2,4,3,1,4,3,2,3,1,1,0
36,3711,2,2,27,1,1,2,3,8,5,3,4,1,3,3,2,3,1,1,0
12,2762,1,2,25,1,1,2,3,4,5,5,2,1,2,1,2,3,2,1,1
36,10477,2,4,42,2,1,4,5,2,5,5,3,1,4,3,3,3,1,1,0
24,2835,3,4,53,1,1,4,3,4,3,5,3,1,2,3,2,3,1,1,0
12,1297,3,4,23,1,1,3,3,5,1,3,4,1,1,3,1,3,1,1,0
24,3161,4,2,31,1,1,1,2,10,1,3,3,1,2,3,1,3,2,1,1
24,3161,4,2,31,1,1,1,2,10,1,3,3,1,2,3,1,3,2,1,1
30,3017,4,4,47,1,1,3,5,5,1,5,3,1,2,3,2,3,1,1,0
48,10961,1,2,27,2,1,2,3,5,4,4,3,2,4,1,2,3,2,1,1
24,6403,1,2,33,1,1,2,4,5,1,2,3,1,3,3,2,3,1,1,0
9,2406,2,3,31,1,1,4,5,4,1,1,3,1,3,3,2,4,1,1,0
12,3331,2,4,42,1,1,4,5,4,1,5,3,1,2,2,2,3,1,1,0
24,2463,4,3,27,2,1,4,5,1,2,4,4,1,2,3,2,3,2,1,0
21,2288,4,4,23,1,1,4,5,4,1,2,2,1,2,3,2,3,2,1,0
24,3660,2,4,28,1,1,1,3,5,1,3,2,1,3,3,2,3,1,1,0
15,2326,2,4,27,1,1,2,5,10,3,3,3,1,3,1,2,3,1,1,0
10,2069,2,1,26,2,1,4,5,4,5,3,4,1,3,3,2,3,1,2,0
18,1961,3,2,23,1,1,3,3,1,1,5,2,1,3,3,2,4,1,1,0
11,3905,2,2,36,2,2,1,5,1,1,3,3,1,1,3,1,3,1,1,0
12,2279,4,4,37,1,1,4,3,5,5,3,3,1,4,3,3,3,2,1,0
18,1149,4,3,46,2,1,4,5,5,4,3,3,1,1,3,2,3,1,1,0
24,2384,4,4,64,1,1,1,3,5,1,5,3,1,1,1,1,2,1,1,0
11,1154,4,4,57,3,1,4,5,5,2,1,2,1,1,3,2,2,1,1,0
6,1361,2,4,40,1,2,1,5,1,1,2,3,1,1,3,2,2,1,2,0
12,958,2,3,47,2,2,2,5,1,1,4,3,1,1,3,2,2,1,1,0
6,860,1,4,39,2,1,1,5,1,1,5,2,1,4,3,2,3,2,1,0
12,1884,4,4,39,1,1,4,3,1,1,5,3,1,3,3,2,4,2,1,0
6,2978,1,2,32,1,1,4,3,4,3,3,3,1,3,3,2,3,2,1,0
12,2759,2,4,34,2,1,4,1,4,1,5,3,1,2,3,2,3,1,1,0
21,3414,2,1,26,2,1,1,4,8,1,2,3,1,2,3,2,3,1,1,1
21,3414,2,1,26,2,1,1,4,8,1,2,3,1,2,3,2,3,1,1,1
21,3414,2,1,26,2,1,1,4,8,1,2,3,1,2,3,2,3,1,1,1
6,1898,1,2,34,2,2,4,5,5,5,3,3,1,1,3,2,2,1,1,0
18,1113,4,4,26,1,2,2,3,5,1,3,2,3,1,3,2,2,1,1,0
18,1936,2,4,23,2,1,1,3,5,5,4,4,1,3,3,1,2,1,1,0
36,9271,2,1,24,1,1,1,3,1,1,4,3,1,3,3,2,3,2,1,1
36,9271,2,1,24,1,1,1,3,1,1,4,3,1,3,3,2,3,2,1,1
36,9271,2,1,24,1,1,1,3,1,1,4,3,1,3,3,2,3,2,1,1
36,9271,2,1,24,1,1,1,3,1,1,4,3,1,3,3,2,3,2,1,1
30,2991,2,4,25,1,1,2,3,5,5,5,2,1,3,3,2,3,1,1,0
24,1851,4,2,33,2,1,4,5,5,1,4,4,3,3,3,2,3,2,1,0
18,2100,4,2,37,1,1,3,3,5,1,3,3,2,1,2,2,3,1,1,1
18,2100,4,2,37,1,1,3,3,5,1,3,3,2,1,2,2,3,1,1,1
18,2100,4,2,37,1,1,3,3,5,1,3,3,2,1,2,2,3,1,1,1
24,4591,2,3,54,3,1,4,3,10,4,3,3,1,2,3,2,4,2,1,1
24,4591,2,3,54,3,1,4,3,10,4,3,3,1,2,3,2,4,2,1,1
12,1291,4,2,35,2,1,4,5,5,1,3,2,1,2,3,2,3,1,1,0
24,2483,4,4,22,1,1,1,2,4,3,3,3,1,1,2,2,3,2,1,0
24,2284,4,2,28,1,1,4,3,5,1,4,3,1,3,3,2,3,2,1,0
15,4657,3,2,30,1,1,4,3,2,1,3,3,1,3,3,2,3,2,1,0
6,700,4,4,36,2,1,4,5,5,5,5,3,1,4,3,3,3,1,1,0
12,2122,3,2,39,2,2,1,5,1,1,3,3,1,1,3,1,2,1,2,0
48,8487,1,2,24,1,1,2,3,1,5,4,2,1,3,3,2,3,1,1,0
36,2337,4,4,36,1,1,2,5,5,1,5,3,1,1,3,2,3,1,1,0
12,1534,1,1,23,1,1,2,3,5,1,2,4,1,1,3,1,3,1,1,1
24,1358,4,3,40,1,1,1,2,3,5,5,3,1,3,2,2,4,2,1,1
36,1953,4,4,61,1,1,2,1,10,1,5,3,1,4,3,3,4,2,1,1
36,1953,4,4,61,1,1,2,1,10,1,5,3,1,4,3,3,4,2,1,1
36,1953,4,4,61,1,1,2,1,10,1,5,3,1,4,3,3,4,2,1,1
24,5150,4,4,33,1,1,4,5,4,1,5,3,1,3,3,2,3,2,1,0
8,1164,3,4,51,2,2,1,5,3,1,5,3,1,4,1,3,4,2,1,0
24,2760,4,4,36,1,1,2,3,2,5,5,3,1,4,1,3,3,2,1,0
27,2570,3,3,21,1,1,4,3,1,1,3,2,1,1,3,1,3,1,1,1
27,2570,3,3,21,1,1,4,3,1,1,3,2,1,1,3,1,3,1,1,1
27,2570,3,3,21,1,1,4,3,1,1,3,2,1,1,3,1,3,1,1,1
27,2570,3,3,21,1,1,4,3,1,1,3,2,1,1,3,1,3,1,1,1
27,2570,3,3,21,1,1,4,3,1,1,3,2,1,1,3,1,3,1,1,1
27,2570,3,3,21,1,1,4,3,1,1,3,2,1,1,3,1,3,1,1,1
15,1778,2,1,26,2,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1
18,3872,2,4,67,1,1,2,3,7,1,1,2,1,3,3,2,3,2,1,0
15,1264,2,2,25,1,1,2,2,1,2,3,4,1,2,3,1,3,1,1,1
15,1264,2,2,25,1,1,2,2,1,2,3,4,1,2,3,1,3,1,1,1
15,1264,2,2,25,1,1,2,2,1,2,3,4,1,2,3,1,3,1,1,1
12,1574,4,2,50,1,1,4,3,4,1,3,3,1,1,3,2,3,1,1,0
36,4795,4,1,30,1,1,2,3,5,1,2,2,1,4,3,2,4,2,1,0
24,6615,2,4,75,2,1,1,5,2,1,1,3,1,4,3,3,4,2,1,0
12,1155,3,3,40,2,1,2,3,5,1,5,4,3,1,1,2,2,1,1,0
10,1309,4,4,27,1,1,4,3,1,5,3,3,3,2,3,2,2,1,1,1
9,2134,4,4,48,3,1,4,5,1,1,3,3,1,3,3,2,3,2,1,0
6,1382,1,1,28,2,1,4,5,5,1,3,2,1,3,3,2,3,2,1,0
24,3069,4,4,30,1,1,2,3,4,2,5,3,1,4,3,3,3,1,1,0
24,6967,4,4,36,1,1,2,4,10,2,4,3,1,3,3,1,4,2,1,0
15,1537,4,4,50,2,1,2,5,5,5,5,3,3,1,3,2,3,2,1,0
12,902,4,4,21,1,1,1,3,9,1,4,4,1,2,3,1,3,1,1,1
12,902,4,4,21,1,1,1,3,9,1,4,4,1,2,3,1,3,1,1,1
6,1750,2,4,45,1,2,4,2,5,3,5,3,1,2,1,2,2,1,1,0
9,1138,4,4,25,2,1,1,5,5,1,3,3,1,1,3,2,2,1,1,0
21,1188,2,4,39,1,2,2,3,10,1,5,2,1,2,3,2,3,1,1,1
21,1188,2,4,39,1,2,2,3,10,1,5,2,1,2,3,2,3,1,1,1
21,1188,2,4,39,1,2,2,3,10,1,5,2,1,2,3,2,3,1,1,1
12,697,4,2,46,2,1,1,2,1,1,2,3,1,3,1,2,3,2,1,1
12,697,4,2,46,2,1,1,2,1,1,2,3,1,3,1,2,3,2,1,1
15,4623,3,2,40,1,1,4,3,8,2,3,3,1,2,3,2,4,2,1,1
16,1175,2,3,68,3,1,2,5,1,1,1,3,1,3,3,3,1,2,1,0
18,1239,4,4,61,1,1,2,3,8,5,3,3,1,4,3,3,3,1,1,0
6,1323,2,4,28,2,2,3,5,1,2,5,1,1,3,3,2,3,2,1,0
36,9572,1,1,28,2,1,4,4,10,1,2,1,1,3,3,2,3,1,1,1
36,9572,1,1,28,2,1,4,4,10,1,2,1,1,3,3,2,3,1,1,1
27,2528,4,1,32,1,2,2,3,10,1,2,2,1,2,3,2,3,2,1,0
6,368,4,4,38,1,1,2,3,5,5,5,3,1,2,3,2,3,1,1,0
15,3556,3,2,29,1,1,4,3,1,5,3,3,1,4,3,2,3,1,1,0
20,3485,2,4,44,2,1,4,5,1,5,2,1,1,1,3,2,3,2,1,0
18,1131,4,2,33,1,1,1,3,4,1,1,2,1,3,3,2,3,1,1,1
18,1131,4,2,33,1,1,1,3,4,1,1,2,1,3,3,2,3,1,1,1
10,1546,3,2,31,1,2,4,3,1,1,3,3,1,1,3,2,2,1,2,0
20,6468,1,4,60,1,1,2,3,2,5,1,1,1,1,3,2,4,2,1,0
24,1603,4,4,55,1,1,1,3,5,1,5,2,1,3,3,2,3,1,1,0
12,3077,2,4,52,1,1,4,3,5,1,3,3,1,3,3,2,3,2,1,0
18,4380,3,4,35,1,2,1,3,1,2,3,3,1,3,3,2,2,2,1,0
6,484,3,3,28,1,1,2,3,5,1,4,4,3,1,1,2,2,1,1,0
36,7855,4,2,25,2,1,4,5,1,1,3,2,1,1,2,2,3,2,1,1
27,3915,4,2,36,1,2,2,3,10,1,3,3,1,3,3,2,3,2,1,1
27,3915,4,2,36,1,2,2,3,10,1,3,3,1,3,3,2,3,2,1,1
27,3915,4,2,36,1,2,2,3,10,1,3,3,1,3,3,2,3,2,1,1
27,3915,4,2,36,1,2,2,3,10,1,3,3,1,3,3,2,3,2,1,1
18,1453,3,1,26,1,1,4,3,5,1,2,2,1,1,3,2,3,1,1,0
36,6887,4,3,29,1,1,1,4,8,1,3,3,1,2,2,2,3,2,1,1
36,6887,4,3,29,1,1,1,4,8,1,3,3,1,2,2,2,3,2,1,1
45,4746,4,2,25,2,1,2,5,5,1,2,3,1,2,3,2,2,1,1,1
45,4746,4,2,25,2,1,2,5,5,1,2,3,1,2,3,2,2,1,1,1
45,4746,4,2,25,2,1,2,5,5,1,2,3,1,2,3,2,2,1,1,1
45,4746,4,2,25,2,1,2,5,5,1,2,3,1,2,3,2,2,1,1,1
24,1747,4,1,24,1,1,1,3,4,1,2,3,2,2,3,2,2,1,2,0
24,915,4,2,29,1,1,1,3,1,5,5,2,1,3,1,2,3,1,1,1
24,915,4,2,29,1,1,1,3,1,5,5,2,1,3,1,2,3,1,1,1
24,915,4,2,29,1,1,1,3,1,5,5,2,1,3,1,2,3,1,1,1
24,1935,4,4,31,2,1,2,5,10,1,5,1,1,1,3,2,3,2,1,1
24,1935,4,4,31,2,1,2,5,10,1,5,1,1,1,3,2,3,2,1,1
24,1935,4,4,31,2,1,2,5,10,1,5,1,1,1,3,2,3,2,1,1
24,1935,4,4,31,2,1,2,5,10,1,5,1,1,1,3,2,3,2,1,1
24,1935,4,4,31,2,1,2,5,10,1,5,1,1,1,3,2,3,2,1,1
18,2249,4,3,30,1,2,1,3,1,2,4,3,1,3,3,2,4,2,1,0
12,3017,3,1,34,1,1,2,3,4,1,2,2,1,1,3,1,4,1,1,0
18,3966,1,4,33,3,1,1,5,1,1,5,2,1,1,1,1,3,2,1,1
18,3966,1,4,33,3,1,1,5,1,1,5,2,1,1,1,1,3,2,1,1
48,12169,4,4,36,1,1,2,2,1,5,1,3,2,4,3,3,4,2,1,0
6,590,3,3,26,1,1,2,3,5,1,2,4,1,1,3,2,2,1,2,0
12,682,4,3,51,2,1,4,5,1,2,4,2,1,3,3,2,3,2,1,0
48,8858,2,1,35,2,1,4,5,2,5,4,3,1,4,3,3,3,2,1,0
21,2319,2,1,33,1,1,3,5,8,1,2,1,1,3,3,1,3,1,1,1
21,2319,2,1,33,1,1,3,5,8,1,2,1,1,3,3,1,3,1,1,1
24,2872,3,4,36,1,2,4,5,5,2,5,3,1,1,3,2,3,2,1,0
8,1414,4,2,33,1,1,2,3,5,1,3,3,3,1,3,2,3,1,2,0
6,1352,1,2,23,1,1,1,3,2,3,1,2,1,2,3,1,1,2,1,0
24,1987,2,4,21,1,2,1,3,5,1,3,3,1,1,3,1,2,1,1,1
24,1987,2,4,21,1,2,1,3,5,1,3,3,1,1,3,1,2,1,1,1
24,6313,3,4,41,1,2,4,3,2,5,5,3,1,3,3,2,4,2,1,0
9,1082,4,4,27,2,1,2,3,5,1,5,3,1,3,3,2,2,1,1,0
12,3651,1,3,31,1,2,1,3,1,4,3,3,1,2,3,2,3,1,1,0
60,10366,2,4,42,1,1,4,3,1,1,5,3,1,2,3,2,4,2,1,0
12,1493,4,3,34,1,2,4,3,5,1,2,2,1,3,3,2,3,1,1,0
24,9277,2,4,48,1,1,4,3,2,5,3,1,1,4,3,3,3,2,1,0
15,1433,4,3,25,2,1,1,5,4,1,3,2,1,2,3,1,3,1,1,0
15,1829,4,4,46,2,1,4,5,5,1,5,3,1,3,3,2,3,2,1,0
36,2712,2,2,41,1,2,1,3,4,1,5,3,1,2,1,2,3,1,1,1
24,1249,4,2,28,1,1,4,3,1,1,2,4,1,1,3,2,3,1,1,0
15,1316,2,2,47,2,1,4,5,5,3,3,4,1,2,3,2,2,1,1,0
24,6419,2,4,44,2,2,1,5,2,1,5,2,1,4,3,3,4,2,1,0
6,1343,1,4,46,2,2,3,5,1,1,5,3,1,1,3,2,3,1,2,0
11,7228,1,4,39,2,1,4,5,1,1,3,3,1,2,3,2,2,1,1,0
30,8072,2,3,25,3,1,1,1,10,5,2,3,1,3,1,2,3,1,1,0
24,2684,4,2,35,2,1,4,5,5,1,3,3,1,1,3,2,2,1,1,0
12,976,4,4,35,2,1,4,5,5,5,5,3,1,3,3,2,3,1,1,0
18,1820,2,2,30,1,1,4,3,1,1,3,4,1,2,3,2,4,2,1,0
24,1024,4,4,48,1,1,1,4,5,1,2,4,1,1,2,2,3,1,1,1
24,1024,4,4,48,1,1,1,4,5,1,2,4,1,1,2,2,3,1,1,1
