duration,credit,rate,residence,age,nocredit,liable,credibility,TNM_check_Status,TNM_history,TIN_purpose_A40,TIN_purpose_A41,TIN_purpose_A410,TIN_purpose_A42,TIN_purpose_A43,TIN_purpose_A44,TIN_purpose_A45,TIN_purpose_A46,TIN_purpose_A48,TIN_purpose_A49,TNM_bonds,TNM_jobex,TIN_s_status_A91,TIN_s_status_A92,TIN_s_status_A93,TIN_s_status_A94,TIN_guarantor_A101,TIN_guarantor_A102,TIN_guarantor_A103,TIN_property_A121,TIN_property_A122,TIN_property_A123,TIN_property_A124,TIN_install_A141,TIN_install_A142,TIN_install_A143,TIN_ph_A191,TIN_ph_A192,TIN_nri_A201,TIN_nri_A202,TNM_job,TIN_house_A151,TIN_house_A152,TIN_house_A153
24,11560,1,4,23,2,1,2,2,3,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,4,1,0,0
30,2831,4,2,33,1,1,1,4,5,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
9,2118,2,2,37,1,2,1,2,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
36,2337,4,4,36,1,1,1,2,5,0,0,0,0,1,0,0,0,0,0,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
18,6361,2,1,41,1,1,1,2,5,0,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,1,0
6,1374,4,3,75,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,4,0,1,0
12,639,4,2,30,1,1,2,2,3,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
36,1819,4,4,37,1,1,2,4,3,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,3,0,0,1
12,1223,1,1,46,2,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,1,0,0
48,15672,2,2,23,1,1,2,2,3,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
9,1437,2,3,29,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,1,0
12,3565,2,1,37,2,2,1,4,5,0,0,0,0,0,0,0,1,0,0,5,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,1,0
24,2359,1,1,33,1,1,2,1,3,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
36,9271,2,1,24,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
6,666,3,4,39,2,1,1,1,5,1,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2,0,1,0
12,701,4,2,40,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
10,1240,1,4,48,1,2,2,3,3,1,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0,1
9,2697,1,2,32,1,2,1,4,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
12,1297,3,4,23,1,1,1,3,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,1,0,0
24,4110,3,4,23,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,3,1,0,0
9,1082,4,4,27,2,1,1,2,3,0,0,0,0,1,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,1,0
14,3973,1,4,22,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,0,1
24,3512,2,3,38,2,1,1,2,3,1,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,3,0,1,0
10,2069,2,1,26,2,1,1,4,5,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,3,0,1,0
12,1680,3,1,35,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,3,5,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
24,5433,2,4,26,1,1,1,4,3,0,1,0,0,0,0,0,0,0,0,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,4,1,0,0
42,7166,2,4,29,1,1,1,4,3,0,0,0,0,1,0,0,0,0,0,5,4,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,3,1,0,0
15,1721,2,3,36,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
24,1207,4,4,24,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,1,0,0
36,909,4,4,36,1,1,1,4,3,1,0,0,0,0,0,0,0,0,0,3,5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
7,2576,2,2,35,1,1,1,2,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
18,1582,4,4,46,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,4,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
18,2320,2,3,34,2,1,1,4,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
10,1231,3,4,32,2,2,1,4,5,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,1,0
12,2012,4,2,61,1,1,1,4,5,0,0,0,0,0,0,0,1,0,0,5,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
24,6967,4,4,36,1,1,1,2,4,0,0,0,0,0,0,0,0,0,1,2,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,4,1,0,0
24,2828,4,4,22,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,3,0,1,0
21,3599,1,4,26,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2,1,0,0
18,3213,1,3,25,1,1,1,2,3,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,1,0,0
36,2348,3,2,46,2,1,1,1,5,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,3,0,1,0
12,6199,4,2,28,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,3,1,0,0
18,6260,3,3,28,1,1,1,2,3,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0
18,1453,3,1,26,1,1,1,4,3,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
24,3757,4,4,62,1,1,1,4,3,1,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,1
24,2303,4,1,45,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
36,7678,2,4,40,2,1,1,4,4,0,0,0,1,0,0,0,0,0,0,3,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
12,841,2,4,23,1,1,1,2,3,0,0,0,0,0,0,0,0,0,1,2,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0
48,6560,3,2,24,1,1,2,2,3,1,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
11,1154,4,4,57,3,1,1,4,5,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
36,3835,2,4,45,1,1,1,4,3,0,0,0,0,1,0,0,0,0,0,5,5,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2,0,1,0
48,6681,4,4,38,1,2,1,2,4,0,0,0,0,0,0,0,0,0,1,5,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,1
24,4113,3,4,28,1,1,2,2,3,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0
12,1274,3,1,37,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
18,1880,4,1,32,2,1,1,1,5,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,4,0,1,0
24,7721,1,2,30,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,5,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,3,0,1,0
18,866,4,2,25,1,1,1,2,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
12,339,4,1,45,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,1,0
24,1355,3,4,25,1,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,1,0
12,2445,2,4,26,1,1,1,4,3,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,1,0,0
12,930,4,4,65,4,1,1,4,5,0,0,0,0,1,0,0,0,0,0,5,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
18,1961,3,2,23,1,1,1,3,3,1,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,4,0,1,0
18,6204,2,4,44,1,2,1,2,4,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2,0,1,0
18,1149,4,3,46,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
12,618,4,4,56,1,1,1,4,5,0,0,0,0,1,0,0,0,0,0,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
24,1442,4,4,23,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0
18,2039,1,4,20,1,1,2,1,3,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,3,1,0,0
9,1206,4,4,25,1,1,1,2,3,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
10,1597,3,2,40,1,2,1,4,3,1,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,2,1,0,0
8,731,4,4,47,2,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
18,3229,2,4,38,1,1,1,4,5,0,1,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,1,0
12,2121,4,2,30,2,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
9,959,1,2,29,1,1,2,2,3,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,3,0,1,0
12,3617,1,4,28,3,1,1,2,5,0,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,1,0,0
30,4272,2,2,26,2,1,1,4,4,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,1,0
36,8229,2,2,26,1,2,2,1,3,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
30,10623,3,4,38,3,2,1,1,5,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,1
9,1313,1,4,20,1,1,1,4,3,0,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
15,2687,2,4,26,1,1,1,3,3,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,3,1,0,0
15,802,4,3,37,1,2,2,2,3,0,0,0,0,1,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
6,1352,1,2,23,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0
10,727,4,4,46,1,1,1,4,3,0,0,0,0,0,0,0,1,0,0,3,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,1
30,4221,2,1,28,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
36,11054,4,2,30,1,1,1,4,5,0,1,0,0,0,0,0,0,0,0,5,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,4,0,1,0
18,2404,2,2,26,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
40,5998,4,3,27,1,1,2,1,5,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,3,0,1,0
12,926,1,2,38,1,1,1,4,5,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
22,1283,4,4,25,1,1,1,4,3,1,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,1,0,0
18,1936,2,4,23,2,1,1,1,3,0,0,0,0,1,0,0,0,0,0,5,4,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2,1,0,0
12,958,2,3,47,2,2,1,2,5,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
48,3051,3,4,54,1,1,2,1,3,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
12,1185,3,2,27,2,1,1,4,5,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
24,6842,2,4,46,2,2,1,4,5,0,1,0,0,0,0,0,0,0,0,5,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,4,0,1,0
21,2767,4,2,61,2,1,2,2,3,0,0,0,0,0,0,0,0,0,1,2,5,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,2,1,0,0
18,2462,2,2,22,1,1,2,1,3,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
18,2100,4,2,37,1,1,2,3,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,3,0,1,0
36,3711,2,2,27,1,1,1,2,3,0,0,0,0,0,0,0,1,0,0,5,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
18,2662,4,3,32,1,1,1,4,3,1,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,3,0,1,0
12,1768,3,2,24,1,1,1,4,3,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0
8,907,3,2,26,1,1,1,2,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,3,0,1,0
24,1199,4,4,60,2,1,2,1,5,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,1,0
21,12680,4,4,30,1,1,2,4,5,1,0,0,0,0,0,0,0,0,0,5,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,1
48,12204,2,2,48,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,5,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,4,0,1,0
12,2171,2,2,29,1,1,1,4,3,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,3,0,1,0
6,1050,4,1,35,2,1,1,2,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,4,0,1,0
18,3509,4,1,25,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
30,4249,4,2,28,2,1,2,2,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,4,0,1,0
27,5965,1,2,30,2,1,1,2,4,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,4,0,1,0
28,2743,4,2,29,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
18,3378,2,1,31,1,1,1,4,3,0,1,0,0,0,0,0,0,0,0,5,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,3,0,1,0
24,2872,3,4,36,1,2,1,4,5,0,0,0,0,1,0,0,0,0,0,2,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,3,0,1,0
36,5842,2,2,35,2,2,1,4,5,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,3,0,1,0
6,1766,1,2,21,1,1,1,4,3,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,1,0,0
21,1835,3,2,25,2,1,2,1,3,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,3,0,1,0
18,3780,3,2,35,2,1,1,4,5,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,4,0,1,0
18,2427,4,2,42,2,1,1,2,4,0,0,0,0,0,0,0,0,0,1,5,5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
36,15857,2,3,43,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,4,0,1,0
24,4042,3,4,43,2,1,1,4,5,0,1,0,0,0,0,0,0,0,0,5,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,3,0,1,0
36,4795,4,1,30,1,1,1,2,3,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,1,0
12,1168,4,3,27,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
12,2578,3,4,55,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,4,0,0,1
24,2424,4,4,53,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,5,5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
6,931,1,1,32,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,1,0
30,2991,2,4,25,1,1,1,2,3,0,0,0,0,1,0,0,0,0,0,5,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
24,2825,4,3,34,2,2,1,2,5,0,0,0,0,0,0,0,0,0,1,5,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,1,0
21,1591,4,3,34,2,1,1,4,4,0,0,0,1,0,0,0,0,0,0,2,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,4,0,1,0
6,343,4,1,27,1,1,1,1,3,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
36,2302,4,4,31,1,1,2,1,3,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0
12,1409,4,3,54,1,1,1,1,5,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
24,3149,4,1,22,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,3,0,0,1
39,4933,2,2,25,2,1,2,2,5,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
36,3446,4,2,42,1,2,2,1,3,0,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
20,7057,3,4,36,2,2,1,2,4,0,1,0,0,0,0,0,0,0,0,5,4,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,4,1,0,0
12,1493,4,3,34,1,2,1,4,3,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
6,1346,2,4,42,1,2,1,4,3,0,0,0,0,1,0,0,0,0,0,2,5,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,3,0,0,1
72,5595,2,2,24,1,1,2,2,3,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
24,947,4,3,38,1,2,2,3,3,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,3,0,0,1
4,3380,1,1,37,1,2,1,4,5,1,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
21,2353,1,4,47,2,1,1,2,4,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
24,6615,2,4,75,2,1,1,1,5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,1
24,2439,4,4,35,1,1,2,1,3,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,3,0,1,0
15,4623,3,2,40,1,1,2,4,3,0,0,0,0,0,0,0,1,0,0,2,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,4,0,1,0
